Illness;Link;Symptoms
Mitral valve surgery - open;https://medlineplus.gov/ency/article/007412.htm;You may need surgery if your mitral valve does not work properly.A mitral valve that does not close all the way will allow blood to leak back into the left atrium. This is calledmitral regurgitation.A mitral valve that does not open fully will restrict blood flow. This is calledmitral stenosis.You may need open-heart valve surgery for these reasons:Changes in your mitral valve are causing major heart symptoms, such asangina(chest pain), shortness of breath, fainting spells (syncope), or heart failure.Tests show that the changes in your mitral valve are reducing your heart function.You are having open-heart surgery for another reason, and your surgeon may need to replace or repair your mitral valve at the same time.Your heart valve has been damaged byendocarditis(infection of the heart valve).You have received a new heart valve in the past, and it is not working well.You have problems such as blood clots, infection, or bleeding after getting a new heart valve.
Mittelschmerz;https://medlineplus.gov/ency/article/001503.htm;Mittelschmerz may be felt on one side of the body during one month and then switch to the other side during the next month. It may also occur on the same side for many months in a row.Symptoms include lower-abdominal pain that:Occurs only on one side.Goes on for minutes to a few hours. It can last up to 24 to 48 hours.Feels like a sharp, cramping pain unlike other pain.Is severe (rare).May switch sides from month to month.Begins midway through the menstrual cycle.
MMR (measles, mumps, and rubella) vaccine - what you need to know;https://medlineplus.gov/ency/article/007603.htm;No symptoms section found.
MMRV (measles, mumps, rubella, and varicella) vaccine - what you need to know;https://medlineplus.gov/ency/article/007604.htm;No symptoms section found.
Mohs micrographic surgery;https://medlineplus.gov/ency/article/007634.htm;Mohs surgery can be used for most skin cancers, such as basal cell or squamous cell skin cancers.Mohs surgery may be preferred when the skin cancer is on an area where:It is important to remove as little tissue as possible, such as the scalp, face, neck, hands, feet, nails, shins, or genitalia.There is a scar or prior radiation treatment was used.There is a higher chance the tumor will come back, such as on the ears, lips, nose, eyelids, temples, hands, feet, nails, or genitalia.Mohs surgery may also be preferred when:The skin cancer was already treated, and it was not completely removed, or it came back.The skin cancer is large, or the edges of the skin cancer are not clear.Your immune system is not working well due to cancer, cancer treatments, or medicines you are taking.The tumor is deeper.
Molluscum contagiosum;https://medlineplus.gov/ency/article/000826.htm;The infection on the skin begins as a small, painless papule, or bump. It may become raised to a pearly, flesh-colored nodule. The papule often has a dimple in the center. Scratching or other irritation causes the virus to spread in a line or in groups, called crops.The papules are about 2 to 5 millimeters wide. Usually, there is no inflammation (swelling and redness) and no redness unless they have been irritated by rubbing or scratching.In adults, the lesions are commonly seen on the genitals, abdomen, and inner thigh.
Monitoring your baby before labor;https://medlineplus.gov/ency/patientinstructions/000485.htm;A healthy baby's heart rate will rise from time to time. During the non-stress test (NST), your provider will watch to see if your baby's heart rate goes faster while resting or moving. You will receive no medicines for this test.If your baby's heart rate does not go up on its own, you may be asked to rub your hand over your belly. This may wake up a sleepy baby. A device may also be used to send a noise into your belly. It will not cause any pain.You will be hooked up to a fetal monitor, which is a heart monitor for your baby. If your baby's heart rate goes up from time to time, the test results will most likely be normal. NST results that are reactive mean that your baby's heart rate went up normally.Non-reactive results mean that your baby's heart rate did not go up enough. If the heart rate does not go up enough, you may need more tests.Another term you might hear for this test result is a categorization of 1, 2, or 3.Category 1 means the result is normal.Category 2 means further observation or testing is necessary.Category 3 typically means your provider will recommend delivery right away.
Mononeuropathy;https://medlineplus.gov/ency/article/000780.htm;Symptoms depend on the specific nerve affected, and may include:Loss of sensationParalysisTingling, burning, pain,abnormal sensationsWeakness
Mononucleosis;https://medlineplus.gov/ency/article/000591.htm;Mono may begin slowly with fatigue, a general ill feeling, headache, and sore throat. The sore throat slowly gets worse. Your tonsils become swollen and develop a whitish-yellow covering. Often, the lymph nodes in the neck are swollen and painful.A pink, measles-like rash can occur, and is more likely if you take the medicine ampicillin or amoxicillin for a throat infection. (Antibiotics should typically not given without a test that shows you have a strep infection.)Common symptoms of mono include:DrowsinessFeverGeneral discomfort, uneasiness, or ill feelingLoss of appetiteMuscle achesor stiffnessRashSore throatSwollen lymph nodes, most often in the neck and armpitLess common symptoms are:Chest painCoughFatigueHeadacheHivesJaundice (yellow color to the skin and whites of the eyes)Neck stiffnessNosebleedRapid heart rateSensitivity to lightShortness of breath
Mononucleosis spot test;https://medlineplus.gov/ency/article/003454.htm;No special preparation is necessary.
Morning sickness;https://medlineplus.gov/ency/article/003119.htm;The exact cause of morning sickness is unknown. It may be caused by hormone changes or lower blood sugar during early pregnancy. Emotional stress, fatigue, traveling, or some foods can make the problem worse. Nausea in pregnancy is more common and can be worse with twins or triplets.
Morning sickness;https://medlineplus.gov/ency/patientinstructions/000604.htm;Morning sickness often begins 4 to 6 weeks after conception. It may continue until the 4th month of pregnancy. Some women have morning sickness during their entire pregnancy. This happens most often for women who are carrying more than one baby.It is called morning sickness because the symptoms are more likely to occur early in the day, but they can occur at any time. For some women, morning sickness lasts all day.The exact cause of morning sickness is not known.Most experts think changes in the woman's hormone levels during pregnancy cause it.Other factors that can make the nausea worse include a pregnant woman's enhanced sense of smell andgastric reflux.Morning sickness that is not severe does not hurt your baby in any way. In fact:It may even be a sign that all is well with you and your baby.Morning sickness may be associated with a lower risk of miscarriage.Your symptoms probably show that the placenta is making all the right hormones for your growing baby.When nausea and vomiting are severe, a condition known ashyperemesis gravidarummay be diagnosed and may require treatment.
Moro reflex;https://medlineplus.gov/ency/article/003293.htm;This is a normal reflex present in newborn infants.Absence of the Moro reflex in an infant is abnormal.Absence on both sides suggests damage to the brain or spinal cord.Absence on only one side suggests either a broken shoulder bone or an injury to the group of nerves that run from the lower neck and upper shoulder area into the arm may be present (these nerves are called brachial plexus).A Moro reflex in an older infant, child, or adult is abnormal.
Morphine overdose;https://medlineplus.gov/ency/article/002502.htm;Brand name medicines of morphine include:Arymo ERAstramorphDepodurDuramorphyInfumorphKadianMS ContinMorphaBondRoxanolNote: This list may not be all inclusive.
Morton neuroma;https://medlineplus.gov/ency/article/007286.htm;Symptoms may include:Numbness and tingling in the space between the 3rd and 4th toesToe crampingSharp, shooting, or burning pain in the ball of the foot and sometimes toesPain that increases when wearing tight shoes, high heels, or pressing on the areaPain that gets worse over timeIn rare cases, nerve pain occurs in the space between the 2nd and 3rd toes. This is not a common form of Morton neuroma, but symptoms and treatment are similar.
